name,city,country
International Climbing Series - Adidas Rockstars (B) - Stuttgart (GER) 2019,Stuttgart,GER
International Climbing Series - China Open - Guangzhou (CHN) 2019,Guangzhou,CHN
International Climbing Series - Triglav The Rock - Ljubljana (SLO) 2021,Ljubljana,SLO
International Climbing Series - Rock Master - Arco (ITA) 2021,Arco,ITA
IFSC Europe - Continental Cup (B) - Klagenfurt (AUT) 2021,Klagenfurt,AUT
IFSC Europe - Continental Cup (B) - Belgrad (SRB) 2021 - CANCELLED,Belgrad,SRB
IFSC Europe - Continental Cup (S) - Innsbruck (AUT) 2021,Innsbruck,AUT
IFSC Europe - Continental Cup (S) - Gaflenz (AUT) 2021,Gaflenz,AUT
IFSC Europe - Continental Cup (B) - Krakow (POL) 2021,Krakow,POL
"IFSC Europe - Continental Cup (L,S) - Laval (FRA) 2021",Laval,FRA
"IFSC Europe - Continental Cup (L,S) - Tyumen (RUS) 2021 - CANCELLED",Tyumen,RUS
"IFSC Africa - Continental Championships (B,S,L) - Johannesburg (RSA) 2021",Johannesburg,RSA
IFSC Asia - K Continental Championships - Jamshedpur (IND),Jamshedpur,IND
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2016,Meiringen,SUI
IFSC Climbing Worldcup (B) - Kazo (JPN) 2016,Kazo,JPN
"IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016",Chongqing,CHN
IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016,Nanjing,CHN
IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,Navi Mumbai,IND
IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2016,Innsbruck,AUT
IFSC Climbing Worldcup (B) - Vail (USA) 2016,Vail,USA
"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",Chamonix,FRA
"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016",Villars,SUI
IFSC Climbing Worldcup (L) - Briançon (FRA) 2016,Briançon,FRA
IFSC Climbing Worldcup (B) - Munich (GER) 2016,Munich,GER
IFSC Climbing Worldcup (L) - Imst (AUT) 2016,Imst,AUT
"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",Arco,ITA
IFSC Climbing World Championships - Paris (FRA) 2016,Paris,FRA
IFSC Climbing Worldcup (S) -  Wujiang (CHN) 2016,Wujiang,CHN
"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",Xiamen,CHN
IFSC Climbing Worldcup (L) - Kranj (SLO) 2016,Kranj,SLO
"IFSC Pan Am - Continental Championships (B,S,L) - Ibarra (ECU) 2021",Ibarra,ECU
IFSC Youth World Championships -  Arco (ITA) 2019,Arco,ITA
European Youth Championship (B) - Grindelwald (SUI) 2013,Grindelwald,SUI
"European Youth Cup (L, S) - Edinburgh (GBR) 2013",Edinburgh,GBR
European Youth Cup (B) - Sofia (BUL) 2013,Sofia,BUL
European Youth Cup (S) - Imst (AUT) 2013,Imst,AUT
European Youth Cup (S) - Chamonix (FRA) 2013,Chamonix,FRA
European Youth Cup (B) - L'Argentière (FRA) 2013,L'Argentière,FRA
"European Youth Championship (L,S) - Imst (AUT) 2013",Imst,AUT
European Youth Cup (L) - Stavanger (NOR) 2013,Stavanger,NOR
European Youth Cup (B) - Laval (FRA) 2013,Laval,FRA
International Climbing Series - Rock Master - Arco (ITA) 2022,Arco,ITA
Promo Event - Delfts Bleau International Youth Open - Delft (NED) 2022,Delft,NED
International Climbing Series - The internationals of Mayenne (B&L) - Laval (FRA) 2022,Laval,FRA
IFSC - Test Event (B&L) - Barcelona (ESP) 2022,Barcelona,ESP
"FISU University Championships (B,S,L) - Innsbruck (AUT) 2022",Innsbruck,AUT
"IFSC Asia - Continental Championships (B, L, S, B&L) - Republic of Korea 2022",Republic of Korea,
IFSC Asia - Continental Cup (B) - Manila (PHI) 2022,Manila,PHI
"World Games (B,S,L) - Birmingham (USA) 2022",Birmingham,USA
Asian Games - Hangzhou (CHN) 2022 - POSTPONED,Hangzhou,CHN
International Climbing Series - Studio Bloc Master - Pfungstadt (GER) 2023,Pfungstadt,GER
Promo Event - Delfts Bleau International Youth Open - Delft (NED) 2023,Delft,NED
International Climbing Series - Rock Master - Arco (ITA) 2023,Arco,ITA
International Climbing Series - Triglav The Rock - Ljubljana (SLO) 2023,Ljubljana,SLO
International Climbing Series - El-Capp Fest (B) - La Rochelle (FRA) 2023,La Rochelle,FRA
International Climbing Series - The Belt and Road (S) - Ningbo (CHN) 2023,Ningbo,CHN
NEOM IFSC Masters 2023,,
"IFSC Asian Cup Hong Kong, China 2023",China,
IFSC Asian Qualifier Jakarta 2023,,
IFSC Asian Cup Riyadh 2023,Riyadh,
IFSC Youth World Championships Seoul 2023,Seoul,
European Youth Cup (L) - Dornbirn (AUT) 2015,Dornbirn,AUT
European Youth Cup (L) - Imst (AUT) 2015,Imst,AUT
European Youth Cup (S) - Tarnow (POL) 2015,Tarnow,POL
"European Youth Championship (L, S) - Edinburgh (GBR) 2015",Edinburgh,GBR
European Youth Cup (B) - Laengenfeld (AUT) 2015,Laengenfeld,AUT
European Youth Championship (B) - L'Argentière la Bessée (FRA) 2015,L'Argentière la Bessée,FRA
European Youth Cup (L) - Mitterdorf (AUT) 2015,Mitterdorf,AUT
European Youth Cup (S) - Imst (AUT) 2015,Imst,AUT
IFSC South American Cup Curitiba 2023,Curitiba,
IFSC South American Cup Mar del Plata 2023,Mar del Plata,
IFSC Youth World Championships Guiyang 2024,Guiyang,
IFSC Oceania Qualifier Melbourne 2023,,
IFSC Asia - Continental Youth Cup (S) - Singapore (SGP) 2023,Singapore,SGP
"IFSC Asia - Continental Youth Championships (B, S, L, B&L) - Chongqing (CHN) 2023",Chongqing,CHN
"IFSC Asia - Asian K Championships (B, L, S) - Jamshedpur (IND) 2023",Jamshedpur,IND
IFSC African Qualifier Pretoria 2023,,
IFSC European Cup Tarnów 2023,Tarnów,
IFSC European Cup Chambéry 2023,Chambéry,
IFSC European Cup Liébana 2023,Liébana,
IFSC European Cup Loverval 2023,Loverval,
IFSC European Cup Innsbruck 2023,Innsbruck,
IFSC European Cup Žilina 2023,Žilina,
IFSC European Cup Bologna 2023,Bologna,
IFSC European Qualifier Rome 2023,,
IFSC European Qualifier Laval 2023,,
"IFSC - Climbing Youth World Championships (B,S,L) - Dallas (USA) 2022",Dallas,USA
IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,Salt Lake City,USA
IFSC - Paraclimbing World Cup (L) - Innsbruck (AUT) 2022,Innsbruck,AUT
IFSC - Paraclimbing Master - Imst (AUT) 2022,Imst,AUT
IFSC - Paraclimbing World Cup (L) - Villars (SUI) 2022,Villars,SUI
IFSC World Cup Keqiao 2024,Keqiao,
IFSC World Cup Wujiang 2024,Wujiang,
IFSC World Cup Salt Lake City 2024,Salt Lake City,
IFSC World Cup Innsbruck 2024,Innsbruck,
IFSC World Cup Chamonix 2024,Chamonix,
IFSC World Cup Briançon 2024,Briançon,
IFSC World Cup Koper 2024,Koper,
IFSC World Cup Prague 2024,Prague,
IFSC World Cup Seoul 2024,Seoul,
IFSC Paraclimbing World Cup Salt Lake City 2024,Salt Lake City,
IFSC Paraclimbing World Cup Innsbruck 2024,Innsbruck,
IFSC Paraclimbing European Championships Villars 2024,Villars,
IFSC Paraclimbing World Cup Arco 2024,Arco,
IFSC Asian Championships Tai'an 2024,Tai'an,
Olympic Qualifier Series Shanghai 2024,Shanghai,
Olympic Qualifier Series Budapest 2024,Budapest,
Olympic Games Paris 2024,Paris,
European Games Krakow-Malopolska 2023,Krakow-Malopolska,
Asian Games Hangzhou 2022,Hangzhou,
Pan American Games Santiago 2023,Santiago,
"European Youth Cup (L,S) - Voiron (FRA) 2018",Voiron,FRA
European Youth Cup (B) - Graz (AUT) 2018,Graz,AUT
European Youth Cup (B) - Soure (POR) 2018,Soure,POR
European Youth Cup (S) - Bologna (ITA) 2018,Bologna,ITA
"European Youth Championship (L, S) - Imst 2018",Imst,
European Youth Cup (B) - Delft (NED) 2018,Delft,NED
European Youth Cup (L) - Bruneck (ITA) 2018,Bruneck,ITA
European Youth Cup (S) - Mezzolombardo (ITA) 2018,Mezzolombardo,ITA
European Youth Cup (L) - Uster (SUI) 2018,Uster,SUI
European Youth Cup (L) - Munich (GER) 2018,Munich,GER
European Youth Cup (B) - Sofia (BUL) 2018,Sofia,BUL
European Youth Championships (B) - Brussels (BEL) 2018,Brussels,BEL
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2017,Meiringen,SUI
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",Chongqing,CHN
"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",Nanjing,CHN
"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",Tokyo,JPN
IFSC Climbing Worldcup (B) - Vail (USA) 2017,Vail,USA
IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,Navi Mumbai,IND
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",Villars,SUI
IFSC Climbing Worldcup (L) - Chamonix (FRA) 2017,Chamonix,FRA
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,Briançon,FRA
IFSC Climbing Worldcup (B) - Munich (GER) 2017,Munich,GER
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017",Arco,ITA
"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",Edinburgh,GBR
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2017",Wujiang,CHN
"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",Xiamen,CHN
IFSC Climbing Worldcup (L) - Kranj (SLO) 2017,Kranj,SLO
IFSC Youth Asian Championships Guiyang 2025,Guiyang,
"IFSC Europe - Continental Youth Championships (B,S,L) - Perm (RUS)",Perm,RUS
IFSC Europe - Continental Youth Cup (B) - Graz (AUT) 2021,Graz,AUT
IFSC Europe - Continental Youth Cup (S) - Bochum (GER) 2021,Bochum,GER
"IFSC Europe - Continental Youth Cup (L,S) - Imst (AUT) 2021",Imst,AUT
IFSC Europe - Continental Youth Cup (L) - Ostermundigen (SUI),Ostermundigen,SUI
IFSC Europe - Continental Youth Cup (S) - Gaflenz (AUT),Gaflenz,AUT
"IFSC Europe - Continental Youth Cup (L,S) - Puurs (BEL) 2021",Puurs,BEL
IFSC Europe - Continental Youth Cup (L) - Veliko Tarnovo (BUL) 2021,Veliko Tarnovo,BUL
"IFSC Europe - Continental Youth Cup (L,S) - Zilina (SVK) 2021",Zilina,SVK
IFSC Europe - Continental Youth Cup (B) - Soure (POR) 2021,Soure,POR
Studio Bloc Masters 2024,Masters,
Delfts Bleau International Youth Open 2024,,
NEOM IFSC Masters 2024,,
IFSC Youth Asian Championships Jamshedpur 2024,Jamshedpur,
IFSC Youth European Cup Lublin 2024,Lublin,
IFSC Youth European Cup Curno 2024,Curno,
IFSC Youth European Cup Soure 2024,Soure,
IFSC Youth European Cup Graz 2024,Graz,
IFSC Youth European Cup Mezzolombardo 2024,Mezzolombardo,
IFSC Youth European Cup Dornbirn 2024,Dornbirn,
IFSC Youth European Cup Žilina 2024,Žilina,
IFSC Youth European Cup Ostermundigen 2024,Ostermundigen,
IFSC Youth European Championships Troyes 2024,Troyes,
IFSC Europe - Continental Cup (B) - Prague (CZE) 2022,Prague,CZE
IFSC Europe - Continental Cup (B) - Brixen (ITA) 2022,Brixen,ITA
IFSC Europe - Continental Cup (B) - Klagenfurt (AUT) 2022,Klagenfurt,AUT
"IFSC Europe - Continental Cup (L,S) - Tyumen (RUS) 2022 - CANCELLED",Tyumen,RUS
"IFSC Europe - Continental Cup (L,S) - Arco (ITA) 2022",Arco,ITA
IFSC Europe - Continental Cup (S) - Innsbruck (AUT) 2022,Innsbruck,AUT
"IFSC Europe - Continental Cup (L,S) - Žilina (SVK) 2022",Žilina,SVK
IFSC Europe - Continental Cup (S) - Mezzolombardo (ITA) 2022,Mezzolombardo,ITA
"IFSC Europe - Continental Championships (B,S,L) - Munich (GER) 2022",Munich,GER
IFSC Europe - Continental Cup (S) - Hamburg (GER) 2022,Hamburg,GER
IFSC Europe - Continental Cup (S) - Laval (FRA) 2022,Laval,FRA
FISU University Championships Koper 2024,Koper,
IFSC Madrid 4 Speed,,
IFSC Madrid Speed,,
IFSC Nations Grand Finale Fukuoka 2025,,
International Speed Master Meishan 2025,,
The World Games Chengdu 2025,Chengdu,
Central American Games,,
Bolivarian Games [CANCELLED],,
IFSC Asian Cup Hong Kong 2025,Hong Kong,
IFSC Asian Cup Almaty 2025,Almaty,
IFSC Oceania Championships Perth 2024,Perth,
IFSC Oceania Championships Sydney 2024,Sydney,
IFSC Oceania Cup Mount Maunganui 2025,Mount Maunganui,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018,Meiringen,SUI
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",Moscow,RUS
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018",Chongqing,CHN
"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018",Tai'an,CHN
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018,Hachioji,JPN
IFSC Climbing Worldcup (B) - Vail (USA) 2018,Vail,USA
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",Villars,SUI
"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018",Chamonix,FRA
IFSC Climbing Worldcup (L) - Briançon (FRA) 2018,Briançon,FRA
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018",Arco,ITA
IFSC Climbing Worldcup (B) - Munich (GER) 2018,Munich,GER
IFSC Climbing World Championships - Innsbruck (AUT) 2018,Innsbruck,AUT
IFSC Climbing World Championships Combined - Innsbruck (AUT) 2018,Innsbruck,AUT
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018,Kranj,SLO
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018",Wujiang,CHN
"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2018",Xiamen,CHN
IFSC South America Cup Ibarra 2024,Ibarra,
IFSC Pan American Championships Santiago 2024,Santiago,
IFSC South America Cup Mar del Plata 2024,Mar del Plata,
IFSC South America Cup Curitiba 2024,Curitiba,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019,Meiringen,SUI
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",Moscow,RUS
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2019",Chongqing,CHN
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",Wujiang,CHN
IFSC Climbing Worldcup (B) - Munich (GER) 2019,Munich,GER
IFSC Climbing Worldcup (B) - Vail (USA) 2019,Vail,USA
"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",Villars,SUI
"IFSC Climbing Worldcup (L, S) - Chamonix (FRA) 2019",Chamonix,FRA
IFSC Climbing Worldcup (L) - Briançon (FRA) 2019,Briançon,FRA
IFSC Climbing World Championships - Hachioji (JPN) 2019,Hachioji,JPN
IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,Hachioji,JPN
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019,Kranj,SLO
"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2019",Xiamen,CHN
IFSC Climbing Worldcup (L) - Inzai (JPN) 2019,Inzai,JPN
IFSC Youth World Championships Helsinki 2025,Helsinki,
IFSC - Paraclimbing World Cup (L) - Innsbruck (AUT) 2021,Innsbruck,AUT
IFSC - Paraclimbing World Cup (L) - Briançon (FRA) 2021,Briançon,FRA
IFSC - Paraclimbing World Championships (L) - Moscow 2021,Moscow,
IFSC - Paraclimbing World Cup (L) - Los Angeles (USA) 2021,Los Angeles,USA
IFSC Europe - Continental Youth Cup (B) - Chambéry (FRA) 2022,Chambéry,FRA
IFSC Europe - Continental Youth Cup (B) - Soure (POR) 2022,Soure,POR
"IFSC Europe - Continental Youth Cup (L,S) - Imst (AUT) 2022",Imst,AUT
IFSC Europe - Continental Youth Cup (L) - Ostermundigen (SUI) 2022,Ostermundigen,SUI
IFSC Europe - Continental Youth Cup (L) - Dornbirn (AUT) 2022,Dornbirn,AUT
"IFSC Europe - Continental Youth Championship (L,S) - Augsburg (GER) 2022",Augsburg,GER
IFSC Europe - Continental Youth Cup (S) - Mezzolombardo (ITA) 2022,Mezzolombardo,ITA
IFSC Europe - Continental Youth Championship (B) - Graz (AUT) 2022,Graz,AUT
"IFSC Europe - Continental Youth Cup (L,S,B) - Kaliningrad (RUS) 2022 - CANCELLED",Kaliningrad,RUS
IFSC Para Climbing World Cup Salt Lake City 2025,Salt Lake City,
IFSC Para Climbing World Cup Innsbruck 2025,Innsbruck,
IFSC Para Climbing World Championships Seoul 2025,Seoul,
IFSC Para Climbing Master Fukuoka 2025,Fukuoka,
IFSC Para Climbing World Cup Laval 2025,Laval,
IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,Meiringen,SUI
"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",Seoul,KOR
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",Salt Lake City,USA
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",Salt Lake City,USA
IFSC - Climbing World Cup (B) - Brixen (ITA) 2022,Brixen,ITA
"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2022",Innsbruck,AUT
"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2022",Villars,SUI
"IFSC - Climbing World Cup (L,S) - Chamonix (FRA) 2022",Chamonix,FRA
IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,Briançon,FRA
IFSC - Climbing World Cup (L) - Koper (SLO) 2022,Koper,SLO
"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",Edinburgh,GBR
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",Jakarta,INA
"IFSC - Climbing World Cup (B&L) - Morioka, Iwate (JPN) 2022",Iwate,JPN
IFSC Youth European Cup Soure 2025,Soure,
IFSC Youth European Cup Graz 2025,Graz,
IFSC Youth European Championships Curno 2025,Curno,
IFSC Youth European Cup Molde 2025,Molde,
IFSC Youth European Cup Mezzolombardo 2025,Mezzolombardo,
IFSC Youth European Cup Sukoró 2025,Sukoró,
IFSC Youth European Cup Zakopane 2025,Zakopane,
IFSC Youth European Cup Bologna 2025,Bologna,
IFSC Youth European Cup St. Pölten 2025,St. Pölten,
IFSC Youth European Championships Žilina 2025,Žilina,
IFSC Youth European Cup Imst 2025,Imst,
IFSC Youth European Cup Laval 2025,Laval,
IFSC Youth European Cup Toulouse-Tournefeuille 2025,Toulouse-Tournefeuille,
European Youth Cup (B) - Soure (POR) 2019,Soure,POR
European Youth Cup (B) - Graz (AUT) 2019,Graz,AUT
European Youth Cup (S) - Mezzolombardo (ITA) 2019,Mezzolombardo,ITA
European Youth Cup (B) - Sofia (BUL) 2019,Sofia,BUL
European Youth Cup (L) - Ostermundigen (SUI) 2019,Ostermundigen,SUI
European Youth Cup (L) - St. Pierre Faucigny (FRA) 2019,St. Pierre Faucigny,FRA
European Youth Cup (S) - Tarnow (POL) 2019,Tarnow,POL
"European Youth Cup (S,L) - Imst (AUT) 2019",Imst,AUT
European Youth Championships (B) - Brixen (ITA) 2019,Brixen,ITA
"European Youth Championships (L,S) - Voronezh (RUS) 2019",Voronezh,RUS
IFSC Europe - Continental Youth Cup (S) - Tarnów (POL) 2023,Tarnów,POL
IFSC Europe - Continental Youth Cup (B) - Soure (POR) 2023,Soure,POR
IFSC Europe - Continental Youth Cup (B) - Kaunas (LTU) 2023,Kaunas,LTU
IFSC Europe - Continental Youth Cup (B) - Graz (AUT) 2023,Graz,AUT
"IFSC Europe - Continental Youth Championship (B,S) - Duisburg (GER) 2023",Duisburg,GER
IFSC Europe - Continental Youth Cup (L) - Niederwangen (SUI) 2023,Niederwangen,SUI
IFSC Europe - Continental Youth Cup (L) - St. Pierre en Faucigny (FRA) 2023,St. Pierre en Faucigny,FRA
"IFSC Europe - Continental Youth Cup (L,S) - Imst (AUT) 2023",Imst,AUT
IFSC Europe - Youth Championship - Helsinki (FIN) 2023,Helsinki,FIN
IFSC Europe - Continental Youth Cup (S) - Hamburg (GER) 2023,Hamburg,GER
European Youth Cup (B) - Graz (AUT) 2017,Graz,AUT
European Youth Cup (S) - Tarnow (POL) 2017,Tarnow,POL
European Youth Cup (B) - Soure (POR) 2017,Soure,POR
European Youth Cup (L) - Imst (AUT) 2017,Imst,AUT
European Youth Cup (L) - Dornbirn (AUT) 2017,Dornbirn,AUT
European Youth Cup (S) - Bologna (ITA) 2017,Bologna,ITA
European Youth Cup (L) - Uster (SUI) 2017,Uster,SUI
European Youth Cup (B) - L'Argentière (FRA) 2017,L'Argentière,FRA
European Youth Cup (B) - Sofia (BUL) 2017,Sofia,BUL
European Youth Cup (L) - Mitterdorf (AUT) 2017,Mitterdorf,AUT
European Youth Cup (S) - Imst (AUT) 2017,Imst,AUT
European Youth Championships (B) - Slany (CZE) 2017,Slany,CZE
"European Youth Championships (L,S) - Perm (RUS) 2017",Perm,RUS
European Youth Championship Combined (Youth A) - Saint-Etienne (FRA) 2017,Saint-Etienne,FRA
IFSC Pan American Cup Santiago 2025 [CANCELLED],Santiago,
IFSC Pan American Cup Armenia 2025,Armenia,
IFSC Paraclimbing World Cup Salt Lake City 2023,Salt Lake City,
IFSC Paraclimbing World Cup Innsbruck 2023,Innsbruck,
IFSC Paraclimbing World Cup Villars 2023,Villars,
IFSC Paraclimbing World Championships Bern 2023,Bern,
IFSC European Cup Lublin 2024,Lublin,
IFSC European Cup Klagenfurt 2024,Klagenfurt,
IFSC European Cup Mezzolombardo 2024,Mezzolombardo,
IFSC European Cup Augsburg 2024,Augsburg,
IFSC European Cup Innsbruck 2024,Innsbruck,
IFSC European Championships Villars 2024,Villars,
IFSC European Cup Casalecchio di Reno 2024,Casalecchio di Reno,
IFSC European Cup Genova 2024,Genova,
IFSC World Cup Hachioji 2023,Hachioji,
IFSC World Cup Seoul 2023,Seoul,
IFSC World Cup Jakarta 2023,Jakarta,
IFSC World Cup Salt Lake City 2023,Salt Lake City,
IFSC World Cup Prague 2023,Prague,
IFSC World Cup Brixen 2023,Brixen,
IFSC World Cup Innsbruck 2023,Innsbruck,
IFSC World Cup Villars 2023,Villars,
IFSC World Cup Chamonix 2023,Chamonix,
IFSC World Cup Briançon 2023,Briançon,
IFSC World Championships Bern 2023,Bern,
IFSC World Cup Koper 2023,Koper,
IFSC World Cup Wujiang 2023,Wujiang,
IFSC European Cup Munich 2025,Munich,
IFSC European Cup Rome 2025,Rome,
IFSC European Cup Brussels 2025,Brussels,
IFSC European Cup Mezzolombardo 2025,Mezzolombardo,
IFSC European Cup Zakopane 2025,Zakopane,
IFSC European Cup Campitello di Fassa 2025,Campitello di Fassa,
IFSC European Cup Ostermundigen 2025,Ostermundigen,
IFSC European Cup Soure 2025 [CANCELLED],Soure,
IFSC European Cup St. Pölten 2025,St. Pölten,
IFSC European Cup Hamburg 2025,Hamburg,
IFSC European Cup Laval 2025,Laval,
IFSC European Cup Toulouse-Tournefeuille 2025,Toulouse-Tournefeuille,
IFSC World Cup Keqiao 2025,Keqiao,
IFSC World Cup Wujiang 2025,Wujiang,
IFSC World Cup Bali 2025,Bali,
IFSC World Cup Curitiba 2025,Curitiba,
IFSC World Cup Salt Lake City 2025,Salt Lake City,
IFSC World Cup Denver 2025,Denver,
IFSC World Cup Prague 2025,Prague,
IFSC World Cup Bern 2025,Bern,
IFSC World Cup Innsbruck 2025,Innsbruck,
IFSC World Cup Krakow 2025,Krakow,
IFSC World Cup Chamonix 2025,Chamonix,
IFSC World Cup Comunidad de Madrid 2025,Comunidad de Madrid,
IFSC World Cup Koper 2025,Koper,
IFSC World Cup Guiyang 2025,Guiyang,
IFSC World Championships Seoul 2025,Seoul,
